,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,11.527,0.631,10.334,12.786,0.01,0.008,4266.0,4856.0,1.0
wind_coef,5.029,0.551,3.922,6.087,0.008,0.006,4790.0,5093.0,1.0
trend_coef,0.083,0.011,0.061,0.104,0.0,0.0,5491.0,5206.0,1.0
sigma,2.118,0.124,1.881,2.363,0.002,0.001,6689.0,5616.0,1.0
